,name_en,syllables,syllable_count
553,Darumaka,"['Da', 'ru', 'ma', 'ka']",4
554,Darmanitan ( Standard Mode ),"['Dar', 'ma', 'ni', 'tan', 'Stan', 'dard', 'Mo', 'de']",8
555,Maractus,"['Ma', 'rac', 'tus']",3
556,Dwebble,"['Dweb', 'ble']",2
557,Crustle,"['Crus', 'tle']",2
558,Scraggy,"['Scrag', 'gy']",2
559,Scrafty,"['Scraf', 'ty']",2
560,Sigilyph,"['Si', 'gi', 'lyph']",3
561,Yamask,"['Ya', 'mask']",2
562,Cofagrigus,"['Co', 'fa', 'gri', 'gus']",4
563,Tirtouga,"['Tir', 'tou', 'ga']",3
564,Carracosta,"['Car', 'ra', 'cos', 'ta']",4
565,Archen,['Archen'],1
566,Archeops,['Archeops'],1
567,Trubbish,"['Trub', 'bish']",2
568,Garbodor,"['Gar', 'bo', 'dor']",3
569,Zorua,"['Zo', 'rua']",2
570,Zoroark,"['Zo', 'roark']",2
571,Minccino,"['Minc', 'ci', 'no']",3
572,Cinccino,"['Cinc', 'ci', 'no']",3
573,Gothita,"['Got', 'hi', 'ta']",3
574,Gothorita,"['Got', 'ho', 'ri', 'ta']",4
575,Gothitelle,"['Got', 'hi', 'tel', 'le']",4
576,Solosis,"['So', 'lo', 'sis']",3
577,Duosion,"['Duo', 'sion']",2
578,Reuniclus,"['Reu', 'ni', 'clus']",3
579,Ducklett,"['Duc', 'klett']",2
580,Swanna,"['Swan', 'na']",2
581,Vanillite,"['Va', 'nil', 'li', 'te']",4
582,Vanillish,"['Va', 'nil', 'lish']",3
583,Vanilluxe,"['Va', 'nil', 'lu', 'xe']",4
584,Deerling ( Spring Form ),"['Deer', 'ling', 'Spring', 'Form']",4
585,Sawsbuck ( Spring Form ),"['Saws', 'buck', 'Spring', 'Form']",4
586,Emolga,"['Emol', 'ga']",2
587,Karrablast,"['Kar', 'ra', 'blast']",3
588,Escavalier,"['Esca', 'va', 'lier']",3
589,Foongus,"['Foon', 'gus']",2
590,Amoonguss,"['Amoon', 'guss']",2
591,Frillish,"['Fril', 'lish']",2
592,Jellicent,"['Jel', 'li', 'cent']",3
593,Alomomola,"['Alo', 'mo', 'mo', 'la']",4
594,Joltik,"['Jol', 'tik']",2
595,Galvantula,"['Gal', 'van', 'tu', 'la']",4
596,Ferroseed,"['Fer', 'ro', 'seed']",3
597,Ferrothorn,"['Fer', 'rot', 'horn']",3
598,Klink,['Klink'],1
599,Klang,['Klang'],1
600,Klinklang,"['Klin', 'klang']",2
601,Tynamo,"['Ty', 'na', 'mo']",3
602,Eelektrik,"['Ee', 'lek', 'trik']",3
603,Eelektross,"['Ee', 'lek', 'tross']",3
604,Elgyem,['Elgyem'],1
605,Beheeyem,"['Be', 'hee', 'y', 'em']",4
606,Litwick,"['Li', 'twick']",2
607,Lampent,"['Lam', 'pent']",2
608,Chandelure,"['Chan', 'de', 'lu', 're']",4
609,Axew,['Axew'],1
610,Fraxure,"['Fra', 'xu', 're']",3
611,Haxorus,"['Ha', 'xo', 'rus']",3
612,Cubchoo,"['Cubc', 'hoo']",2
613,Beartic,"['Bear', 'tic']",2
614,Cryogonal,"['Cryo', 'go', 'nal']",3
615,Shelmet,"['Shel', 'met']",2
616,Accelgor,"['Accel', 'gor']",2
617,Stunfisk,"['Stun', 'fisk']",2
618,Mienfoo,"['Mien', 'foo']",2
619,Mienshao,"['Miens', 'hao']",2
620,Druddigon,"['Drud', 'di', 'gon']",3
621,Golett,"['Go', 'lett']",2
622,Golurk,"['Go', 'lurk']",2
623,Pawniard,"['Paw', 'niard']",2
624,Bisharp,"['Bis', 'harp']",2
625,Bouffalant,"['Bouf', 'fa', 'lant']",3
626,Rufflet,"['Ruf', 'flet']",2
627,Braviary,"['Bra', 'via', 'ry']",3
628,Vullaby,"['Vul', 'la', 'by']",3
629,Mandibuzz,"['Man', 'di', 'buzz']",3
630,Heatmor,"['Hea', 'tmor']",2
631,Durant,"['Du', 'rant']",2
632,Deino,"['Dei', 'no']",2
633,Zweilous,"['Zwei', 'lous']",2
634,Hydreigon,"['Hy', 'drei', 'gon']",3
635,Larvesta,"['Lar', 'ves', 'ta']",3
636,Volcarona,"['Vol', 'ca', 'ro', 'na']",4
637,Cobalion,"['Co', 'ba', 'lion']",3
638,Terrakion,"['Ter', 'ra', 'kion']",3
639,Virizion,"['Vi', 'ri', 'zion']",3
640,Tornadus ( Incarnate Forme ),"['Tor', 'na', 'dus', 'Incar', 'na', 'te', 'For', 'me']",8
641,Thundurus ( Incarnate Forme ),"['Thun', 'du', 'rus', 'Incar', 'na', 'te', 'For', 'me']",8
642,Reshiram,"['Res', 'hi', 'ram']",3
643,Zekrom,"['Ze', 'krom']",2
644,Landorus ( Incarnate Forme ),"['Lan', 'do', 'rus', 'Incar', 'na', 'te', 'For', 'me']",8
645,Kyurem,"['Kyu', 'rem']",2
646,Keldeo ( Ordinary Form ),"['Kel', 'deo', 'Ordi', 'na', 'ry', 'Form']",6
647,Meloetta ( Aria Forme ),"['Me', 'loet', 'ta', 'Aria', 'For', 'me']",6
648,Genesect ( Genesect ( no drive ) ),"['Ge', 'ne', 'sect', 'Ge', 'ne', 'sect', 'no', 'dri', 've']",9
649,Chespin,"['Ches', 'pin']",2
650,Quilladin,"['Quil', 'la', 'din']",3
651,Chesnaught,"['Che', 'snaught']",2
652,Fennekin,"['Fen', 'ne', 'kin']",3
653,Braixen,"['Brai', 'xen']",2
654,Delphox,"['Delp', 'hox']",2
655,Froakie,"['Froa', 'kie']",2
656,Frogadier,"['Fro', 'ga', 'dier']",3
657,Greninja,"['Gre', 'nin', 'ja']",3
658,Bunnelby,"['Bun', 'nel', 'by']",3
659,Diggersby,"['Dig', 'gers', 'by']",3
660,Fletchling,"['Fletc', 'hling']",2
661,Fletchinder,"['Fletc', 'hin', 'der']",3
662,Talonflame,"['Ta', 'lon', 'fla', 'me']",4
663,Scatterbug,"['Scat', 'ter', 'bug']",3
664,Spewpa,"['Spew', 'pa']",2
665,Vivillon ( Meadow Pattern ),"['Vi', 'vil', 'lon', 'Mea', 'dow', 'Pat', 'tern']",7
666,Litleo,"['Li', 'tleo']",2
667,Pyroar,"['Py', 'roar']",2
668,Flabebe ( Red Flower ),"['Fla', 'be', 'be', 'Red', 'Flo', 'wer']",6
669,Floette ( Red Flower ),"['Floet', 'te', 'Red', 'Flo', 'wer']",5
670,Florges ( Red Flower ),"['Flor', 'ges', 'Red', 'Flo', 'wer']",5
671,Skiddo,"['Skid', 'do']",2
672,Gogoat,"['Go', 'goat']",2
673,Pancham,"['Panc', 'ham']",2
674,Pangoro,"['Pan', 'go', 'ro']",3
675,Furfrou ( Natural Form ),"['Fur', 'frou', 'Na', 'tu', 'ral', 'Form']",6
676,Espurr,['Espurr'],1
677,Meowstic ( Male ),"['Meows', 'tic', 'Ma', 'le']",4
678,Honedge,"['Ho', 'ned', 'ge']",3
679,Doublade,"['Dou', 'bla', 'de']",3
680,Aegislash ( Shield Forme ),"['Ae', 'gi', 'slash', 'Shield', 'For', 'me']",6
681,Spritzee,"['Spri', 'tzee']",2
682,Aromatisse,"['Aro', 'ma', 'tis', 'se']",4
683,Swirlix,"['Swir', 'lix']",2
684,Slurpuff,"['Slur', 'puff']",2
685,Inkay,['Inkay'],1
686,Malamar,"['Ma', 'la', 'mar']",3
687,Binacle,"['Bi', 'na', 'cle']",3
688,Barbaracle,"['Bar', 'ba', 'ra', 'cle']",4
689,Skrelp,['Skrelp'],1
690,Dragalge,"['Dra', 'gal', 'ge']",3
691,Clauncher,"['Claunc', 'her']",2
692,Clawitzer,"['Cla', 'wi', 'tzer']",3
693,Helioptile,"['He', 'liop', 'ti', 'le']",4
694,Heliolisk,"['He', 'lio', 'lisk']",3
695,Tyrunt,"['Ty', 'runt']",2
696,Tyrantrum,"['Ty', 'ran', 'trum']",3
697,Amaura,"['Amau', 'ra']",2
698,Aurorus,"['Au', 'ro', 'rus']",3
699,Sylveon,"['Syl', 'veon']",2
700,Hawlucha,"['Haw', 'luc', 'ha']",3
701,Dedenne,"['De', 'den', 'ne']",3
702,Carbink,"['Car', 'bink']",2
703,Goomy,"['Goo', 'my']",2
704,Sliggoo,"['Slig', 'goo']",2
705,Goodra,"['Goo', 'dra']",2
706,Klefki,"['Klef', 'ki']",2
707,Phantump,"['Phan', 'tump']",2
708,Trevenant,"['Tre', 've', 'nant']",3
709,Pumpkaboo,"['Pump', 'ka', 'boo']",3
710,Gourgeist,"['Gour', 'geist']",2
711,Bergmite,"['Ber', 'gmi', 'te']",3
712,Avalugg,"['Ava', 'lugg']",2
713,Noibat,"['Noi', 'bat']",2
714,Noivern,"['Noi', 'vern']",2
715,Xerneas ( Neutral Mode ),"['Xer', 'neas', 'Neu', 'tral', 'Mo', 'de']",6
716,Yveltal,"['Yvel', 'tal']",2
717,Zygarde ( 50 % Forme ),"['Zy', 'gar', 'de50', '%', 'For', 'me']",6
718,Diancie,"['Dian', 'cie']",2
719,Hoopa ( Hoopa Confined ),"['Hoo', 'pa', 'Hoo', 'pa', 'Con', 'fi', 'ned']",7
720,Volcanion,"['Vol', 'ca', 'nion']",3
721,Rowlet,"['Row', 'let']",2
722,Dartrix,"['Dar', 'trix']",2
723,Decidueye,"['De', 'ci', 'due', 'y', 'e']",5
724,Litten,"['Lit', 'ten']",2
725,Torracat,"['Tor', 'ra', 'cat']",3
726,Incineroar,"['Inci', 'ne', 'roar']",3
727,Popplio,"['Pop', 'plio']",2
728,Brionne,"['Brion', 'ne']",2
729,Primarina,"['Pri', 'ma', 'ri', 'na']",4
730,Pikipek,"['Pi', 'ki', 'pek']",3
731,Trumbeak,"['Trum', 'beak']",2
732,Toucannon,"['Tou', 'can', 'non']",3
733,Yungoos,"['Yun', 'goos']",2
734,Gumshoos,"['Gums', 'hoos']",2
735,Grubbin,"['Grub', 'bin']",2
736,Charjabug,"['Char', 'ja', 'bug']",3
737,Vikavolt,"['Vi', 'ka', 'volt']",3
738,Crabrawler,"['Cra', 'braw', 'ler']",3
739,Crabominable,"['Cra', 'bo', 'mi', 'na', 'ble']",5
740,Oricorio ( Baile Style ),"['Ori', 'co', 'rio', 'Bai', 'le', 'Sty', 'le']",7
741,Cutiefly,"['Cu', 'tie', 'fly']",3
742,Ribombee,"['Ri', 'bom', 'bee']",3
743,Rockruff,"['Roc', 'kruff']",2
744,Lycanroc ( Midday Form ),"['Ly', 'can', 'roc', 'Mid', 'day', 'Form']",6
745,Wishiwashi ( Solo Form ),"['Wis', 'hi', 'was', 'hi', 'So', 'lo', 'Form']",7
746,Mareanie,"['Ma', 'rea', 'nie']",3
747,Toxapex,"['To', 'xa', 'pex']",3
748,Mudbray,"['Mud', 'bray']",2
749,Mudsdale,"['Muds', 'da', 'le']",3
750,Dewpider,"['Dew', 'pi', 'der']",3
751,Araquanid,"['Ara', 'qua', 'nid']",3
752,Fomantis,"['Fo', 'man', 'tis']",3
753,Lurantis,"['Lu', 'ran', 'tis']",3
754,Morelull,"['Mo', 're', 'lull']",3
755,Shiinotic,"['Shii', 'no', 'tic']",3
756,Salandit,"['Sa', 'lan', 'dit']",3
757,Salazzle,"['Sa', 'laz', 'zle']",3
758,Stufful,"['Stuf', 'ful']",2
759,Bewear,"['Be', 'wear']",2
760,Bounsweet,"['Boun', 'sweet']",2
761,Steenee,"['Stee', 'nee']",2
762,Tsareena,"['Tsa', 'ree', 'na']",3
763,Comfey,"['Com', 'fey']",2
764,Oranguru,"['Oran', 'gu', 'ru']",3
765,Passimian,"['Pas', 'si', 'mian']",3
766,Wimpod,"['Wim', 'pod']",2
767,Golisopod,"['Go', 'li', 'so', 'pod']",4
768,Sandygast,"['San', 'dy', 'gast']",3
769,Palossand,"['Pa', 'los', 'sand']",3
770,Pyukumuku,"['Pyu', 'ku', 'mu', 'ku']",4
771,Type : Null,"['Ty', 'pe', ':', 'Null']",4
772,Silvally ( Type : Normal ),"['Sil', 'val', 'ly', 'Ty', 'pe', ':', 'Nor', 'mal']",8
773,Minior ( Meteor Form ),"['Mi', 'nior', 'Me', 'teor', 'Form']",5
774,Komala,"['Ko', 'ma', 'la']",3
775,Turtonator,"['Tur', 'to', 'na', 'tor']",4
776,Togedemaru,"['To', 'ge', 'de', 'ma', 'ru']",5
777,Mimikyu ( Disguised Form ),"['Mi', 'mi', 'kyu', 'Dis', 'gui', 'sed', 'Form']",7
778,Bruxish,"['Bru', 'xish']",2
779,Drampa,"['Dram', 'pa']",2
780,Dhelmise,"['Dhel', 'mi', 'se']",3
781,Jangmo-o,"['Jan', 'gmo', 'o']",3
782,Hakamo-o,"['Ha', 'ka', 'mo', 'o']",4
783,Kommo-o,"['Kom', 'mo', 'o']",3
784,Tapu Koko,"['Ta', 'pu', 'Ko', 'ko']",4
785,Tapu Lele,"['Ta', 'pu', 'Le', 'le']",4
786,Tapu Bulu,"['Ta', 'pu', 'Bu', 'lu']",4
787,Tapu Fini,"['Ta', 'pu', 'Fi', 'ni']",4
788,Cosmog,"['Co', 'smog']",2
789,Cosmoem,"['Co', 'smoem']",2
790,Solgaleo,"['Sol', 'ga', 'leo']",3
791,Lunala,"['Lu', 'na', 'la']",3
792,Nihilego,"['Ni', 'hi', 'le', 'go']",4
793,Buzzwole,"['Buz', 'zwo', 'le']",3
794,Pheromosa,"['Phe', 'ro', 'mo', 'sa']",4
795,Xurkitree,"['Xur', 'ki', 'tree']",3
796,Celesteela,"['Ce', 'les', 'tee', 'la']",4
797,Kartana,"['Kar', 'ta', 'na']",3
798,Guzzlord,"['Guz', 'zlord']",2
799,Necrozma,"['Ne', 'cro', 'zma']",3
800,Magearna,"['Ma', 'gear', 'na']",3
801,Marshadow,"['Mars', 'ha', 'dow']",3
802,Poipole,"['Poi', 'po', 'le']",3
803,Naganadel,"['Na', 'ga', 'na', 'del']",4
804,Stakataka,"['Sta', 'ka', 'ta', 'ka']",4
805,Blacephalon,"['Bla', 'cep', 'ha', 'lon']",4
806,Zeraora,"['Ze', 'rao', 'ra']",3
807,Meltan,"['Mel', 'tan']",2
808,Melmetal,"['Mel', 'me', 'tal']",3
809,Grookey,"['Groo', 'key']",2
810,Thwackey,"['Thwac', 'key']",2
811,Rillaboom,"['Ril', 'la', 'boom']",3
812,Scorbunny,"['Scor', 'bun', 'ny']",3
813,Raboot,"['Ra', 'boot']",2
814,Cinderace,"['Cin', 'de', 'ra', 'ce']",4
815,Sobble,"['Sob', 'ble']",2
816,Drizzile,"['Driz', 'zi', 'le']",3
817,Inteleon,"['Inte', 'leon']",2
818,Skwovet,"['Skwo', 'vet']",2
819,Greedent,"['Gree', 'dent']",2
820,Rookidee,"['Roo', 'ki', 'dee']",3
821,Corvisquire,"['Cor', 'vis', 'qui', 're']",4
822,Corviknight,"['Cor', 'vi', 'knight']",3
823,Blipbug,"['Blip', 'bug']",2
824,Dottler,"['Dot', 'tler']",2
825,Orbeetle,"['Orbee', 'tle']",2
826,Nickit,"['Nic', 'kit']",2
827,Thievul,"['Thie', 'vul']",2
828,Gossifleur,"['Gos', 'si', 'fleur']",3
829,Eldegoss,"['Elde', 'goss']",2
830,Wooloo,"['Woo', 'loo']",2
831,Dubwool,"['Du', 'bwool']",2
832,Chewtle,"['Chew', 'tle']",2
833,Drednaw,"['Dre', 'dnaw']",2
834,Yamper,"['Yam', 'per']",2
835,Boltund,"['Bol', 'tund']",2
836,Rolycoly,"['Ro', 'ly', 'co', 'ly']",4
837,Carkol,"['Car', 'kol']",2
838,Coalossal,"['Coa', 'los', 'sal']",3
839,Applin,['Applin'],1
840,Flapple,"['Flap', 'ple']",2
841,Appletun,"['Apple', 'tun']",2
842,Silicobra,"['Si', 'li', 'co', 'bra']",4
843,Sandaconda,"['San', 'da', 'con', 'da']",4
844,Cramorant,"['Cra', 'mo', 'rant']",3
845,Arrokuda,"['Arro', 'ku', 'da']",3
846,Barraskewda,"['Bar', 'ras', 'kew', 'da']",4
847,Toxel,"['To', 'xel']",2
848,Toxtricity ( Amped Form ),"['Tox', 'tri', 'ci', 'ty', 'Amped', 'Form']",6
849,Sizzlipede,"['Siz', 'zli', 'pe', 'de']",4
850,Centiskorch,"['Cen', 'tis', 'korch']",3
851,Clobbopus,"['Clob', 'bo', 'pus']",3
852,Grapploct,"['Grap', 'ploct']",2
853,Sinistea,"['Si', 'nis', 'tea']",3
854,Polteageist,"['Pol', 'tea', 'geist']",3
855,Hatenna,"['Ha', 'ten', 'na']",3
856,Hattrem,"['Hat', 'trem']",2
857,Hatterene,"['Hat', 'te', 're', 'ne']",4
858,Impidimp,"['Impi', 'dimp']",2
859,Morgrem,"['Mor', 'grem']",2
860,Grimmsnarl,"['Grimm', 'snarl']",2
861,Obstagoon,"['Obsta', 'goon']",2
862,Perrserker,"['Perr', 'ser', 'ker']",3
863,Cursola,"['Cur', 'so', 'la']",3
864,Sirfetch 'd,"['Sir', ""fetch'd""]",2
865,Mr. Rime,"['Mr.Ri', 'me']",2
866,Runerigus,"['Ru', 'ne', 'ri', 'gus']",4
867,Milcery,"['Mil', 'ce', 'ry']",3
868,Alcremie ( Vanilla Cream ),"['Alcre', 'mie', 'Va', 'nil', 'la', 'Cream']",6
869,Falinks,"['Fa', 'links']",2
870,Pincurchin,"['Pin', 'curc', 'hin']",3
871,Snom,['Snom'],1
872,Frosmoth,"['Fro', 'smoth']",2
873,Stonjourner,"['Ston', 'jour', 'ner']",3
874,Eiscue ( Ice Face ),"['Eis', 'cue', 'Ice', 'Fa', 'ce']",5
875,Indeedee ( Male ),"['Indee', 'dee', 'Ma', 'le']",4
876,Morpeko ( Full Belly Mode ),"['Mor', 'pe', 'ko', 'Full', 'Bel', 'ly', 'Mo', 'de']",8
877,Cufant,"['Cu', 'fant']",2
878,Copperajah,"['Cop', 'pe', 'ra', 'jah']",4
879,Dracozolt,"['Dra', 'co', 'zolt']",3
880,Arctozolt,"['Arcto', 'zolt']",2
881,Dracovish,"['Dra', 'co', 'vish']",3
882,Arctovish,"['Arcto', 'vish']",2
883,Duraludon,"['Du', 'ra', 'lu', 'don']",4
884,Dreepy,"['Dree', 'py']",2
885,Drakloak,"['Dra', 'kloak']",2
886,Dragapult,"['Dra', 'ga', 'pult']",3
887,Zacian ( Hero of Many Battles ),"['Za', 'cian', 'He', 'ro', 'of', 'Ma', 'ny', 'Bat', 'tles']",9
888,Zamazenta ( Hero of Many Battles ),"['Za', 'ma', 'zen', 'ta', 'He', 'ro', 'of', 'Ma', 'ny', 'Bat', 'tles']",11
889,Eternatus,"['Eter', 'na', 'tus']",3
890,Kubfu,"['Ku', 'bfu']",2
891,Urshifu ( Single Strike Style ),"['Urshi', 'fu', 'Sin', 'gle', 'Stri', 'ke', 'Sty', 'le']",8
892,Zarude,"['Za', 'ru', 'de']",3
893,Regieleki,"['Re', 'gie', 'le', 'ki']",4
894,Regidrago,"['Re', 'gi', 'dra', 'go']",4
895,Glastrier,"['Glas', 'trier']",2
896,Spectrier,"['Spec', 'trier']",2
897,Calyrex,"['Ca', 'ly', 'rex']",3
898,Wyrdeer,"['Wyr', 'deer']",2
899,Kleavor,"['Klea', 'vor']",2
900,Ursaluna,"['Ursa', 'lu', 'na']",3
901,Basculegion ( Male ),"['Bas', 'cu', 'le', 'gion', 'Ma', 'le']",6
902,Sneasler,"['Snea', 'sler']",2
903,Overqwil,"['Over', 'qwil']",2
904,Enamorus ( Incarnate Forme ),"['Ena', 'mo', 'rus', 'Incar', 'na', 'te', 'For', 'me']",8
905,Sprigatito,"['Spri', 'ga', 'ti', 'to']",4
906,Floragato,"['Flo', 'ra', 'ga', 'to']",4
907,Meowscarada,"['Meows', 'ca', 'ra', 'da']",4
908,Fuecoco,"['Fue', 'co', 'co']",3
909,Crocalor,"['Cro', 'ca', 'lor']",3
910,Skeledirge,"['Ske', 'le', 'dir', 'ge']",4
911,Quaxly,"['Qua', 'xly']",2
912,Quaxwell,"['Qua', 'xwell']",2
913,Quaquaval,"['Qua', 'qua', 'val']",3
914,Lechonk,"['Lec', 'honk']",2
915,Oinkologne ( Male ),"['Oin', 'ko', 'lo', 'gne', 'Ma', 'le']",6
916,Tarountula,"['Ta', 'roun', 'tu', 'la']",4
917,Spidops,"['Spi', 'dops']",2
918,Nymble,"['Nym', 'ble']",2
919,Lokix,"['Lo', 'kix']",2
920,Pawmi,"['Paw', 'mi']",2
921,Pawmo,"['Paw', 'mo']",2
922,Pawmot,"['Paw', 'mot']",2
923,Tandemaus,"['Tan', 'de', 'maus']",3
924,Maushold ( Family of Three ),"['Maus', 'hold', 'Fa', 'mi', 'ly', 'of', 'Three']",7
925,Fidough,"['Fi', 'dough']",2
926,Dachsbun,"['Dachs', 'bun']",2
927,Smoliv,"['Smo', 'liv']",2
928,Dolliv,"['Dol', 'liv']",2
929,Arboliva,"['Arbo', 'li', 'va']",3
930,Squawkabilly ( Green Plumage ),"['Squaw', 'ka', 'bil', 'ly', 'Green', 'Plu', 'ma', 'ge']",8
931,Nacli,"['Na', 'cli']",2
932,Naclstack,"['Nacls', 'tack']",2
933,Garganacl,"['Gar', 'ga', 'nacl']",3
934,Charcadet,"['Char', 'ca', 'det']",3
935,Armarouge,"['Arma', 'rou', 'ge']",3
936,Ceruledge,"['Ce', 'ru', 'led', 'ge']",4
937,Tadbulb,"['Tad', 'bulb']",2
938,Bellibolt,"['Bel', 'li', 'bolt']",3
939,Wattrel,"['Wat', 'trel']",2
940,Kilowattrel,"['Ki', 'lo', 'wat', 'trel']",4
941,Maschiff,"['Masc', 'hiff']",2
942,Mabosstiff,"['Ma', 'boss', 'tiff']",3
943,Shroodle,"['Shroo', 'dle']",2
944,Grafaiai,"['Gra', 'fai', 'a', 'i']",4
945,Bramblin,"['Bram', 'blin']",2
946,Brambleghast,"['Bram', 'bleg', 'hast']",3
947,Toedscool,"['Toeds', 'cool']",2
948,Toedscruel,"['Toeds', 'cruel']",2
949,Klawf,['Klawf'],1
950,Capsakid,"['Ca', 'psa', 'kid']",3
951,Scovillain,"['Sco', 'vil', 'lain']",3
952,Rellor,"['Rel', 'lor']",2
953,Rabsca,"['Rabs', 'ca']",2
954,Flittle,"['Flit', 'tle']",2
955,Espathra,"['Espat', 'hra']",2
956,Tinkatink,"['Tin', 'ka', 'tink']",3
957,Tinkatuff,"['Tin', 'ka', 'tuff']",3
958,Tinkaton,"['Tin', 'ka', 'ton']",3
959,Wiglett,"['Wi', 'glett']",2
960,Wugtrio,"['Wug', 'trio']",2
961,Bombirdier,"['Bom', 'bir', 'dier']",3
962,Finizen,"['Fi', 'ni', 'zen']",3
963,Palafin ( Zero Form ),"['Pa', 'la', 'fin', 'Ze', 'ro', 'Form']",6
964,Varoom,"['Va', 'room']",2
965,Revavroom,"['Re', 'va', 'vroom']",3
966,Cyclizar,"['Cy', 'cli', 'zar']",3
967,Orthworm,['Orthworm'],1
968,Glimmet,"['Glim', 'met']",2
969,Glimmora,"['Glim', 'mo', 'ra']",3
970,Greavard,"['Grea', 'vard']",2
971,Houndstone,"['Hounds', 'to', 'ne']",3
972,Flamigo,"['Fla', 'mi', 'go']",3
973,Cetoddle,"['Ce', 'tod', 'dle']",3
974,Cetitan,"['Ce', 'ti', 'tan']",3
975,Veluza,"['Ve', 'lu', 'za']",3
976,Dondozo,"['Don', 'do', 'zo']",3
977,Tatsugiri ( Curly Form ),"['Ta', 'tsu', 'gi', 'ri', 'Cur', 'ly', 'Form']",7
978,Annihilape,"['Anni', 'hi', 'la', 'pe']",4
979,Clodsire,"['Clo', 'dsi', 're']",3
980,Farigiraf,"['Fa', 'ri', 'gi', 'raf']",4
981,Dudunsparce ( Two-Segment Form ),"['Du', 'duns', 'par', 'ce', 'Two', 'Se', 'gment', 'Form']",8
982,Kingambit,"['Kin', 'gam', 'bit']",3
983,Great Tusk,"['Great', 'Tusk']",2
984,Scream Tail,"['Scream', 'Tail']",2
985,Brute Bonnet,"['Bru', 'te', 'Bon', 'net']",4
986,Flutter Mane,"['Flut', 'ter', 'Ma', 'ne']",4
987,Slither Wing,"['Slit', 'her', 'Wing']",3
988,Sandy Shocks,"['San', 'dy', 'Shocks']",3
989,Iron Treads,"['Iron', 'Treads']",2
990,Iron Bundle,"['Iron', 'Bun', 'dle']",3
991,Iron Hands,"['Iron', 'Hands']",2
992,Iron Jugulis,"['Iron', 'Ju', 'gu', 'lis']",4
993,Iron Moth,"['Iron', 'Moth']",2
994,Iron Thorns,"['Iron', 'Thorns']",2
995,Frigibax,"['Fri', 'gi', 'bax']",3
996,Arctibax,"['Arcti', 'bax']",2
997,Baxcalibur,"['Bax', 'ca', 'li', 'bur']",4
998,Gimmighoul ( Chest Form ),"['Gim', 'mig', 'houl', 'Chest', 'Form']",5
999,Gholdengo,"['Ghol', 'den', 'go']",3
1000,Wo-Chien,"['Wo', 'Chien']",2
1001,Chien-Pao,"['Chien', 'Pao']",2
1002,Ting-Lu,"['Ting', 'Lu']",2
1003,Chi-Yu,"['Chi', 'Yu']",2
1004,Roaring Moon,"['Roa', 'ring', 'Moon']",3
1005,Iron Valiant,"['Iron', 'Va', 'liant']",3
1006,Koraidon ( Apex Build ),"['Ko', 'rai', 'don', 'Apex', 'Build']",5
1007,Miraidon ( Ultimate Mode ),"['Mi', 'rai', 'don', 'Ulti', 'ma', 'te', 'Mo', 'de']",8
1008,Walking Wake,"['Wal', 'king', 'Wa', 'ke']",4
1009,Iron Leaves,"['Iron', 'Lea', 'ves']",3
1010,Dipplin,"['Dip', 'plin']",2
1011,Poltchageist,"['Poltc', 'ha', 'geist']",3
1012,Sinistcha,"['Si', 'nistc', 'ha']",3
1013,Okidogi,"['Oki', 'do', 'gi']",3
1014,Munkidori,"['Mun', 'ki', 'do', 'ri']",4
1015,Fezandipiti,"['Fe', 'zan', 'di', 'pi', 'ti']",5
1016,Ogerpon ( Teal Mask ),"['Oger', 'pon', 'Teal', 'Mask']",4
1017,Archaludon,"['Archa', 'lu', 'don']",3
1018,Hydrapple,"['Hy', 'drap', 'ple']",3
1019,Gouging Fire,"['Gou', 'ging', 'Fi', 're']",4
1020,Raging Bolt,"['Ra', 'ging', 'Bolt']",3
1021,Iron Boulder,"['Iron', 'Boul', 'der']",3
1022,Iron Crown,"['Iron', 'Crown']",2
1023,Terapagos ( Normal Form ),"['Te', 'ra', 'pa', 'gos', 'Nor', 'mal', 'Form']",7
1024,Pecharunt,"['Pec', 'ha', 'runt']",3
